"147","147","畑商人","E","「野菜1を取る」のアクションのたびに追加で小麦1を取る。このカードを出したときにストックから野菜1を得る。","occupation","3",,,"0"
"148","148","大学者","E","小さい進歩を使う時や、代官・家庭教師で得点するときに、このカードを職業2つに数える。","occupation","3",,,"0"
"149","149","パン焼き長老","E","自分がパン○のついた設備を持っていれば、他の人がパンを焼くたびパンを焼ける。自分で焼くときは追加で食料1を得る。","occupation","4",,,"0"
"150","150","パン職人","E","収穫のたびにパン○の付いた進歩カードがあれば、食糧供給フェイズのはじめにパンを焼くことができる。このカードを出したときに、追加アクションとしてパンを焼くことができる。","occupation","1",,,"0"
"151","151","建築士","E","家が5部屋以上になったら、ゲーム中に1度だけ好きなタイミングで無料で1部屋増築できる。","occupation","1",,,"0"
"152","152","イチゴ集め","E","アクションで木材を取るたびに、追加で食料1を得る。","occupation","3",,,"0"
"153","153","托鉢僧","E","ゲーム終了時に、物乞いカードを2枚まで返すことができ、返したカード分のマイナス点が入らない。","occupation","1",,,"0"
"154","154","醸造師","E","収穫で食糧供給フェイズのたびに、小麦1（最大1つまで）を食料3にできる。","occupation","1",,,"0"
"155","155","パン屋","E","誰か（自分も含む）がパンを焼くたびに、食料にした小麦1つにつき食料1を得る。","occupation","3",,,"0"
"156","156","ブラシ作り","E","食料にした猪をこのカードの上に置くことが出来る。ゲーム終了時にここの猪が2/3/4頭ならば、それぞれ1/2/3点のボーナスを得る。","occupation","3",,,"0"
"157","157","屋根がけ","E","増築・改築・水車・木骨の小屋・鶏小屋・別荘・ヴィラ・乾燥小屋の建設で葦を1つ安くできる。","occupation","3",,,"0"
"158","158","旋盤職人","E","いつでも木材を食料にできる。木材1につき食料1。","occupation","3",,,"0"
"159","159","家長","E","「増築」と「家族を増やす」が含まれるアクションを、他の人がすでに選んでいても行える。","occupation","4",,,"0"
"160","160","農場主","E","次に柵を作るとき、猪1を得る。それ以降、柵を1本以上作るたびに牛1を得る。","occupation","4",,,"0"
"161","161","漁師","E","漁のアクションのたびにそこに置いてある食料の2倍を得る。ただし釣竿・いかだ・カヌー・梁・柄付き網の所有者がいたらそれぞれ食料1ずつ与える。","occupation","3",,,"0"
"162","162","肉屋","E","暖炉を持っていれば家畜をいつでも以下の割合で食料にできる。羊；2　猪：3　牛：4","occupation","1",,,"0"
"163","163","畑守","E","「野菜1を取る」「畑1を耕す」「畑1を耕し種をまく」のアクションを、他の人がすでに選んでいてもそのアクションスペースを使って行える。","occupation","4",,,"0"
"164","164","営林士","E","3人ゲームから「木材2」のアクションカードを追加する。各ラウンドのはじめに木材2をその上に置く。この森を使う人から食料2をもらう。","occupation","4",,,"0"
"165","165","自由農夫","E","ゲーム終了時に、未使用の農場スペースと物乞いだけがマイナス点になる。","occupation","3",,,"0"
"166","166","庭職人","E","「日雇い労働者」のアクションのたびに、追加で野菜1を得る。","occupation","4",,,"0"
"167","167","奇術師","E","「小劇場」のアクションのたびに、追加で小麦1を得る。","occupation","4",,,"0"
"168","168","八百屋","E","「小麦1を取る」のアクションのたびに追加で野菜1を得る。","occupation","3",,,"0"
"169","169","昔語り","E","「小劇場」のアクションのたびに食料1をそのスペースに残して、代わりに野菜1を得る。","occupation","4",,,"0"
"170","170","大農場管理人","E","ゲーム終了時に3種類の家畜の合計で自分より多い人がいなければ、3/4/5人プレイでそれぞれ2/3/4点ボーナスを得る。","occupation","3",,,"0"
"171","171","港湾労働者","E","いつでも木材3をレンガ1葦1か石材1のいずれかに交換できる。または、レンガ2/葦2/石材2のいずれかを好きな資材1と交換できる。","occupation","1",,,"0"
"172","172","族長","E","ゲーム終了時に石の家の1部屋につき1点追加ボーナス。このカードを出すには、追加で食料2が必要。","occupation","1",,,"0"
"173","173","族長の娘","E","他の人が「族長」を出したら、コスト無しでこのカードをすぐ出すことができる。ゲーム終了時に石の家なら3点、レンガの家なら1点を追加で得る。","occupation","1",,,"0"
"174","174","家庭教師","E","ゲーム終了時、このカードの後に出した職業1枚につき1点のボーナスを得る。","occupation","1",,,"0"
"175","175","柵管理人","E","柵を1つ以上置くたびに無料でさらに3つ置くことが出来る。（柵は牧場を完全に囲む形でしか置けない）","occupation","1",,,"0"
"176","176","木こり","E","アクションで木材を取るたびに、追加で木材1を得る。","occupation","1",,,"0"
"177","177","木大工","E","ゲーム終了時に、木の部屋1部屋につきボーナス1点を得る。","occupation","3",,,"0"
"178","178","小屋大工","E","ラウンド1-4に出せば、第11ラウンドのはじめに無料で1スペース増築できる。（石の家を除く）","occupation","4",,,"0"
"179","179","販売人","E","「小さい進歩」か「小さい/大きい進歩」のアクションのたびに、食料1を払えばもう1回このアクションをできる。","occupation","1",,,"0"
"180","180","小さい庭師","E","このカードを出したときに野菜1を得る。さらに空いている畑があればこの野菜を植えることができる。","occupation","4",,,"0"
"181","181","コック","E","収穫で食糧供給フェイズのたびに、食糧2を食べる家族は2人だけになり、残りの家族は全員食料1で満足する。","occupation","4",,,"0"
"182","182","炭焼き","E","自分か他の人がパンを焼く進歩（パン○）を行うたびに食料1と木材1を得る。","occupation","3",,,"0"
"183","183","かご編み","E","収穫のたび、葦1（最大１つまで）を食料3にできる。","occupation","4",,,"0"
"184","184","小売人","E","このカードの上に下から野菜・葦・レンガ・木材・野菜・石材・小麦・葦を1つずつ順番に重ねる。食料1でいつでも一番上の商品を買える。","occupation","1",,,"0"
"185","185","レンガ焼き","E","いつでもレンガを石材にできる。レンガ2につき石材1、レンガ3につき石材2に換える。","occupation","4",,,"0"
"186","186","レンガ屋","E","いつでもレンガ2を羊1か葦1に、レンガ3を猪1か石材1に、レンガ4を牛1にできる。","occupation","4",,,"0"
"187","187","レンガ運び","E","ラウンド6-14のうちまだ始まっていないラウンドのスペースに、1つずつレンガを置く。これらのラウンドのはじめにそのレンガを得る。","occupation","1",,,"0"
"188","188","レンガ混ぜ","E","アクションでレンガだけを取るたびに、レンガ2を追加で得る。","occupation","1",,,"0"
"189","189","君主","E","ゲーム終了時に、各カテゴリーで4点まで到達すれば、それぞれ1点のボーナスを得る。（柵で囲まれた厩を4つ以上作った場合も含む）","occupation","1",,,"0"
"190","190","メイド","E","レンガの家に住み次第、それ以降のラウンドのスペースに食料1を置く。これらのラウンドの最初にその食料を得る。（すでにレンガか石の家に住んでいれば、すぐに食料を置く）","occupation","1",,,"0"
"191","191","左官屋","E","石の家が4部屋以上になったら、1回だけ好きなときに1部屋を無料で増築できる。","occupation","1",,,"0"
"192","192","パトロン","E","これ以降職業を出すたびに、食料2を得る。この食料は今出した職業のコストの支払いに当てても良い。","occupation","4",,,"0"
"193","193","牧師","E","このカードを出したときか、それ以降に、家の広さが2部屋しかないのが自分だけである場合、1度だけ木材3・レンガ2・葦1・石材1を得る。","occupation","4",,,"0"
"194","194","鋤職人","E","石の家を持つと、毎ラウンドのはじめに食料1を払って畑を最大1つ耕すことができる。","occupation","1",,,"0"
"195","195","鋤鍛冶","E","「畑を耕す」か「畑を耕して種をまく」のアクションのたびに、食料1で耕す畑を1つ（最大１つまで）追加できる。","occupation","1",,,"0"
"196","196","キノコ探し","E","アクションスペースにある木材を取るたび、その中から1つ取らずに残して代わりに食料2を得ることができる。","occupation","1",,,"0"
"197","197","ほら吹き","E","ゲーム終了時に、自分の前にある進歩カード5/6/7/8/9枚に対して、それぞれ1/3/5/7/9点ボーナスを得る。","occupation","3",,,"0"
"198","198","ネズミ捕り","E","ラウンド10・12に他の人は全員、新しい家族のうち1人を置くことが出来ない。このカードは9ラウンド終了時までにしか出せない。（「新しい家族」とは3-5番目の家族の事を指す）","occupation","3",,,"0"
"199","199","改築屋","E","レンガの家に改築するときレンガが2つ少なくてよい。石の家に改築するとき石材が2つ少なくてよい。","occupation","1",,,"0"
"200","200","修理屋","E","木の家をレンガの家にせず、直接石の家に改築できる。","occupation","1",,,"0"
"201","201","牛使い","E","現在のラウンドに5と9を足す。そのラウンドのスペースにそれぞれ牛を1つずつ置き、そのラウンドのはじめにその牛を得る。","occupation","4",,,"0"
